url,domain,date,state,title,direct_status,wayback_available,wayback_url,verdict
http://www.mofa.go.jp/policy/postwar/state8208.html,www.mofa.go.jp,1982/8/26,Japan,Statement by Chief Cabinet Secretary Kiichi Miyazawa on History Textbooks,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20200808234541/https://www.mofa.go.jp/policy/postwar/state8208.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/postwar/state8608.html,www.mofa.go.jp,1986/8/14,Japan,Statement by Chief Cabinet Secretary Masaharu Gotoda on Official Visits to Yasukuni Shrine by the Prime Minister and Oth,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20210109203246/https://www.mofa.go.jp/policy/postwar/state8608.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/postwar/state9207.html,www.mofa.go.jp,1992/7/6,Japan,"Statement by Chief Cabinet Secretary Koichi Kato on the Issue of the so-called ""Wartime Comfort Women"" from the Korean P",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20201112001717/https://www.mofa.go.jp/policy/postwar/state9207.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/women/fund/state9308.html,www.mofa.go.jp,1993/8/4,Japan,"Statement by the Chief Cabinet Secretary Yohei Kono on the result of the study on the issue of ""comfort women""",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20210113003408/https://www.mofa.go.jp/policy/women/fund/state9308.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/127.html,japan.kantei.go.jp,1993/8/23,Japan,Policy Speech by Prime Minister Hosokawa Morihiro to the 127th Session of the National Diet,HTTP_404,True,http://web.archive.org/web/20220401165203/https://japan.kantei.go.jp/127.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/pm/murayama/state9408.html,www.mofa.go.jp,1994/8/31,Japan,"Statement by Prime Minister Tomiichi Murayama on the ""Peace, Friendship, and Exchange Initiative""",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260720190843/https://www.mofa.go.jp/announce/press/pm/murayama/state9408.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/1995/1/113.html,www.mofa.go.jp,1995/1/13,Japan,Press Conference by Press Sec. 13 January 1995,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20251207020233/https://www.mofa.go.jp/announce/press/1995/1/113.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/pm/murayama/china.html,www.mofa.go.jp,1995/5/4,Japan,Remarks by Prime Minister Tomiichi Murayama During His May 1995 Visit to China,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20240603082917/https://www.mofa.go.jp/announce/press/pm/murayama/china.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/pm/murayama/address9506.html,www.mofa.go.jp,1995/6/9,Japan,Prime Minister's Address to the Diet,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20250407154821/https://www.mofa.go.jp/announce/press/pm/murayama/address9506.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/women/fund/state9506.html,www.mofa.go.jp,1995/6/14,Japan,Statement by the Chief Cabinet Secretary,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20200918085214/https://www.mofa.go.jp/policy/women/fund/state9506.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/women/fund/state9507.html,www.mofa.go.jp,1995/7,Japan,"Statement by Prime Minister Tomiichi Murayama on the occasion of the establishment of the ""Asian Women's Fund""",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20201111212141/https://www.mofa.go.jp/policy/women/fund/state9507.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/pm/murayama/9508.html,www.mofa.go.jp,1995/8/15,Japan,Statement by Prime Minister Tomiichi Murayama,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260905165251/https://www.mofa.go.jp/announce/press/pm/murayama/9508.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/announce/archive_3/sp.html,www.mofa.go.jp,1995/10/22,Japan,Statement by Prime Minister Tomiichi Murayama at the Special Commemorative Meeting of the General Assembly on the Occasi,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20170405192514/http://www.mofa.go.jp:80/announce/announce/archive_3/sp.html,RECOVERABLE_WAYBACK
http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/yzs_663350/gjlb_663354/2721_663446/2725_663454/t16017.shtml,www.fmprc.gov.cn,2000/11/15,China,Spokesman Zhu Bangzao's Remarks on the Denial of War-time Atrocities inside Japan,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,True,http://web.archive.org/web/20160227084018/http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/yzs_663350/gjlb_663354/2721_663446/2725_663454/t16017.shtml,RECOVERABLE_WAYBACK
http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/yzs_663350/gjlb_663354/2721_663446/2725_663454/t16016.shtml,www.fmprc.gov.cn,2000/11/15,China,Spokesperson's comment on the report of anti-China rally planned by right-wing groups of Japan,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,True,http://web.archive.org/web/20160227084042/http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/yzs_663350/gjlb_663354/2721_663446/2725_663454/t16016.shtml,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/1996/9/930.html,www.mofa.go.jp,1996/9/27,Japan,Press Conference by the Press Secretary 27 September 1996,SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/announce/press/1996/12/1203.html,www.mofa.go.jp,1996/12/3,Japan,Press Conference by the Press Secretary 3 December 1996,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20150910190833/http://www.mofa.go.jp/announce/press/1996/12/1203.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/1997/1/128.html,www.mofa.go.jp,1997/1/28,Japan,Press Conference by the Press Secretary 28 January 1997,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20251206161320/https://www.mofa.go.jp/announce/press/1997/1/128.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/women/fund/project0107-3.html,www.mofa.go.jp,1998/7/15,Japan,"Japanese Prime Minister Ryutaro Hashimoto sent a letter, to the Dutch Prime Minister Willem Kok expressing apologies and",SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/announce/press/1998/11/1126.html,www.mofa.go.jp,1998/11/26,Japan,"Press Conference by the Press Secretary 26 November, 1998",SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://japan.kantei.go.jp/souri/mori/2000/0526press.html,japan.kantei.go.jp,2000/5/26,Japan,Statement By Prime Minister Yoshiro Mori at the Press Conference,HTTP_404,True,http://web.archive.org/web/20251114030019/https://japan.kantei.go.jp/souri/mori/2000/0526press.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/j_info/japan/opinion/watanabe.html,www.mofa.go.jp,2000/7/3,Japan,"Letter written in response to the article ""Why the Austrians are the Japanese of Europe"" in the Financial Times on 3 Jul",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20150907184025/http://www.mofa.go.jp/j_info/japan/opinion/watanabe.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/j_info/japan/opinion/yamazaki4.html,www.mofa.go.jp,2000/8/7,Japan,"Letter written in response to the article ""Miffed Chinese Sue Japan Companies"" in New York Times on 7 August 2000",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260131172019/https://www.mofa.go.jp/j_info/japan/opinion/yamazaki4.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/j_info/japan/opinion/yamazaki3.html,www.mofa.go.jp,2000/8/12,Japan,"Letter written in response to the article ""Remember why Hiroshima happened"" in The Edmonton Sun on 12 August 2000",SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/policy/postwar/state0009.html,www.mofa.go.jp,2000/9/1,Japan,Press Statement by Chief Cabinet Secretary Hidenao Nakagawa on the Asian Women's Fund,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20200918080706/https://www.mofa.go.jp/policy/postwar/state0009.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/region/asia-paci/china/visit98/joint.html,www.mofa.go.jp,1998/11/26,Japan/China,Japan-China Joint Declaration on Building a Partnership of Friendship and Cooperation for Peace and Development,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260827230226/https://www.mofa.go.jp/region/asia-paci/china/visit98/joint.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/region/asia-paci/korea/joint9810.html,www.mofa.go.jp,1998/10/8,Japan/Korea,Japan-Republic of Korea Joint Declaration--A New Japan-Republic of Korea Partnership towards the Twenty-first Century,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260901222244/https://www.mofa.go.jp/region/asia-paci/korea/joint9810.html,RECOVERABLE_WAYBACK
http://www.fmprc.gov.cn/ce/cein/eng/zyjh/SPEECHES/t61435.htm,www.fmprc.gov.cn,2001/3/6,China,Foreign Minister Tang Jiaxuan Gives a Press Conference,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/cegv/eng/ljzg/zgwjzc/t85884.htm,www.fmprc.gov.cn,2004/4/19,China,Chinese Foreign Minister Tang Jiaxuan Gives a Press Conference During the 1st Session of the 10th NPC (06/03/2003),HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/cegv/eng/ljzg/zgwjzc/t85900.htm,www.fmprc.gov.cn,2004/4/19,China,Press Conference by Minister of Foreign Affairs Li Zhaoxing during the Second Session of the 10th NPC(06/03/2004),HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/cegv/eng/zt/zgfk/t89041.htm,www.fmprc.gov.cn,2004/4/22,China,Foreign Ministry Spokesman Sun Yuxi Gives a Press Conference（09/10/2001）,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/cedk/eng/xnyfgk/t105631.htm,www.fmprc.gov.cn,2004/5/14,China,Foreign Ministry Spokesperson Kong Quan's Remarks on Several Japanese Cabinet Members Having Paid Homage to the Yasukuni,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2535_665405/t142169.shtml,www.fmprc.gov.cn,2004/7/6,China,Foreign Ministry Spokesperson Zhang Qiyue's Remarks on Koizumi's Vow for Annual Homage to the Yasukuni Shrine,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/ceun/eng/xw/t181241.htm,www.fmprc.gov.cn,2005/1/24,China,Statement by Permanent Representative of China WANG Guangya at the Special Session of the GA in Commemoration of the Six,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,True,http://web.archive.org/web/20190818122607/https://www.fmprc.gov.cn/ce/ceun/eng/xw/t181241.htm,RECOVERABLE_WAYBACK
http://www.fmprc.gov.cn/ce/cede/det/fyrth/t185557.htm,www.fmprc.gov.cn,2005/3/3,China,Foreign Ministry Spokesman Liu Jianchao's Press Conference on 1 March 2005,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/cegv/eng/rqrd/thsm/t191812.htm,www.fmprc.gov.cn,2005/4/1,China,"Right of Reply Exercised by Ambassador Sha Zukang, Head of the Chinese Delegation the 61th Session of Human Rights Commi",HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,True,http://web.archive.org/web/20090108120032/http://www.fmprc.gov.cn/ce/cegv/eng/rqrd/thsm/t191812.htm,RECOVERABLE_WAYBACK
http://www.fmprc.gov.cn/ce/cede/det/jj/t190967.htm,www.fmprc.gov.cn,2005/4/11,China,Foreign Ministry Spokesman Qin Gang's Press Conference on 7 April 2005,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2535_665405/t207799.shtml,www.fmprc.gov.cn,2005/8/19,China,Foreign Ministry Spokesman Kong Quan's Comment on Japanese Foreign Minister Machimura's Remark on Yasukuni Shrine and th,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2535_665405/t215808.shtml,www.fmprc.gov.cn,2005/9/30,China,Foreign Ministry Spokesman Qin Gang's Comment on Koizumi Implying Visit to Yasukuni Shrine within This Year,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.fmprc.gov.cn/ce/cgsf/eng/xw/fyrth/t217282.htm,www.fmprc.gov.cn,2005/10/18,China,Foreign Ministry Spokesperson Kong Quan's Press Conference on 18 October 2005,HTTP_200_REDIRECTED_TO_GENERIC_SOFT404_MARKER,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/policy/women/fund/pmletter.html,www.mofa.go.jp,2001,Japan,Letter from Prime Minister Junichiro Koizumi to the former comfort women,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20201111234518/https://www.mofa.go.jp/policy/women/fund/pmletter.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/j_info/japan/opinion/hattori.html,www.mofa.go.jp,2001/2/25,Japan,"Letter written in response to the article ""Japan's Incredible, Vanishing Atrocity"" in the Sunday Telegraph on 25 Februar",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20241226163427/https://www.mofa.go.jp/j_info/japan/opinion/hattori.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2001/3/302.html,www.mofa.go.jp,2001/3/2,Japan,Press Conference 2 March 2001,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20130406205225/http://www.mofa.go.jp/announce/press/2001/3/302.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/announce/2001/4/0403.html,www.mofa.go.jp,2001/4/3,Japan,Comments by the Chief Cabinet Secretary Yasuo Fukuda on the history textbooks to be used in junior high schools from 200,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20201001023956/https://www.mofa.go.jp/announce/announce/2001/4/0403.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2001/4/406.html,www.mofa.go.jp,2001/4/6,Japan,Press Conference 6 April 2001,SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/announce/announce/2001/5/0508.html,www.mofa.go.jp,2001/5/8,Japan,Comment by Minister for Foreign Affairs Ms. Makiko Tanaka on the Official Stance Conveyed by the Government of the Repub,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20201001024056/https://www.mofa.go.jp/announce/announce/2001/5/0508.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/women/fund/project0107-2.html,www.mofa.go.jp,2001/7/6,Japan,The contents of the letter of the Foreign Minister Makiko Tanaka sent to the Project Implementation Committee in the Net,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20230201212939/https://www.mofa.go.jp/policy/women/fund/project0107-2.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/event/2001/7/0713.html,www.mofa.go.jp,2001/7/13,Japan,Press Secretary's Statement on the Completion of the 'Atonement Project' of the Asian Women's Fund (AWF) in the Netherla,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20230201224813/https://www.mofa.go.jp/announce/event/2001/7/0713.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2001/7/713.html,www.mofa.go.jp,2001/7/13,Japan,Press Conference 13 July 2001,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20130406085523/http://www.mofa.go.jp/announce/press/2001/7/713.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/pm/koizumi/state0108.html,www.mofa.go.jp,2001/8/13,Japan,"Statement of Prime Minister Junichiro Koizumi on the Visit of Yasukuni Shrine (August 13, 2001)",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20191115162202/https://www.mofa.go.jp/announce/pm/koizumi/state0108.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2001/0815sikiji_e.html,japan.kantei.go.jp,2001/8/15,Japan,Address by Prime Minister Junichiro Koizumi (at the 56th Memorial Ceremony for the War Dead),HTTP_404,True,http://web.archive.org/web/20250508090636/https://japan.kantei.go.jp/koizumispeech/2001/0815sikiji_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/human/010914.html,www.mofa.go.jp,2001/9/2,Japan,Statement by Ms. Kaori Maruya Parliamentary Secretary for Foreign Affairs of Japan at the World Conference against Racis,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20210802213016/https://www.mofa.go.jp/policy/human/010914.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/pm/koizumi/observe0204.html,www.mofa.go.jp,2002/4/21,Japan,Observation by Prime Minister Junichiro Koizumi on the Visit to Yasukuni Shrine,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20201001023851/https://www.mofa.go.jp/announce/pm/koizumi/observe0204.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2002/08/15sikiji_e.html,japan.kantei.go.jp,2002/8/15,Japan,Address by Prime Minister Junichiro Koizumi at the 57th Memorial Ceremony for the War Dead,HTTP_404,True,http://web.archive.org/web/20250508090637/https://japan.kantei.go.jp/koizumispeech/2002/08/15sikiji_e.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/policy/2002/1224houkoku_e.html,japan.kantei.go.jp,2002/12/24,Japan,Report- The Advisory Group to Consider a Memorial Facility for Remembering the Dead and Praying for Peace,HTTP_404,True,http://web.archive.org/web/20250811015338/https://japan.kantei.go.jp/policy/2002/1224houkoku_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2003/2/0228.html,www.mofa.go.jp,2003/2/28,Japan,Press Conference 28 February 2003,SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://japan.kantei.go.jp/koizumispeech/2003/03/20kaiken_e.html,japan.kantei.go.jp,2003/3/20,Japan,Press Conference by Prime Minister Junichiro Koizumi on the Issue of Iraq,HTTP_404,True,http://web.archive.org/web/20240815223142/https://japan.kantei.go.jp/koizumispeech/2003/03/20kaiken_e.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2003/08/15sikiji_e.html,japan.kantei.go.jp,2003/8/15,Japan,Address by Prime Minister Junichiro Koizumi at the 58th Memorial Ceremony for the War Dead,HTTP_404,False,,NOT_RECOVERABLE_YET
http://japan.kantei.go.jp/koizumispeech/2003/12/09press_e.html,japan.kantei.go.jp,2003/12/9,Japan,Press Conference by Prime Minister Junichiro Koizumi,HTTP_404,True,http://web.archive.org/web/20250731181236/https://japan.kantei.go.jp/koizumispeech/2003/12/09press_e.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2004/03/26yosan_e.html,japan.kantei.go.jp,2004/3/26,Japan,Press Conference by Prime Minister Junichiro Koizumi on the Passage of the FY2004 Budget,HTTP_404,True,http://web.archive.org/web/20240815222824/https://japan.kantei.go.jp/koizumispeech/2004/03/26yosan_e.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2004/08/15shikiji_e.html,japan.kantei.go.jp,2004/8/15,Japan,Address by Prime Minister Junichiro Koizumi at the 59th Memorial Ceremony for the War Dead,HTTP_404,True,http://web.archive.org/web/20240815222807/https://japan.kantei.go.jp/koizumispeech/2004/08/15shikiji_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/economy/apec/2004/press.html,www.mofa.go.jp,2004/11/22,Japan,Press Conference Following the APEC Leaders' Meeting and Official Visit to Chile,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20160311011318/http://www.mofa.go.jp/policy/economy/apec/2004/press.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/region/asia-paci/asean/pmv0411/press.html,www.mofa.go.jp,2004/11/30,Japan,Press Conference by Prime Minister Junichiro Koizumi Following the ASEAN+3 Summit,SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/announce/speech/un2005/un0501-5.html,www.mofa.go.jp,2005/1/24,Japan,Statement by Ambassador Kenzo Oshima Permanent Representative of Japan At the Special Session of the General Assembly On,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20230201213043/https://www.mofa.go.jp/announce/speech/un2005/un0501-5.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2005/4/0405.html,www.mofa.go.jp,2005/4/5,Japan,Press Conference 5 April 2005,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20250903003853/https://www.mofa.go.jp/announce/press/2005/4/0405.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/fm_press/2005/8/0812.html,www.mofa.go.jp,2005/4/12,Japan,Press Conference by Foreign Minister Nobutaka Machimura,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20130406055212/http://www.mofa.go.jp/announce/fm_press/2005/8/0812.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2005/4/0415.html,www.mofa.go.jp,2005/4/15,Japan,Press Conference 15 April 2005,SKIPPED_KNOWN_BLOCKED,False,,NOT_RECOVERABLE_YET
http://www.mofa.go.jp/region/asia-paci/meet0504/speech.html,www.mofa.go.jp,2005/4/22,Japan,"Speech by H.E. Mr. Junichiro Koizumi, Prime Minister of Japan at the Asian-African Summit",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260917135558/https://www.mofa.go.jp/region/asia-paci/meet0504/speech.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2005/4/0422.html,www.mofa.go.jp,2005/4/22,Japan,Press Conference 22 April 2005,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20230210002505/https://www.mofa.go.jp/announce/press/2005/4/0422.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2005/04/22speech_e.html,japan.kantei.go.jp,2005/4/22,Japan,"Speech by H.E. Mr. Junichiro Koizumi, Prime Minister of Japan",HTTP_404,True,http://web.archive.org/web/20241110075320/https://japan.kantei.go.jp/koizumispeech/2005/04/22speech_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/region/asia-paci/meet0504/press.html,www.mofa.go.jp,2005/4/23,Japan,Press Conference by Prime Minister Junichiro Koizumi on the occasion of the Asian-African Summit 2005 and the Commemorat,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20241205061252/https://www.mofa.go.jp/region/asia-paci/meet0504/press.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2005/04/26danwa_e.html,japan.kantei.go.jp,2005/4/26,Japan,Statement by Prime Minister Junichiro Koizumi On Their Majesties' Visit to Saipan Island,HTTP_404,True,http://web.archive.org/web/20240815003953/https://japan.kantei.go.jp/koizumispeech/2005/04/26danwa_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/speech/un2005/un0505.html,www.mofa.go.jp,2005/5/9,Japan,"Statement by Ambassador Kenzo Oshima, Permanent Representative of Japan, at the Special Meeting of the General Assembly ",SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20230201214400/https://www.mofa.go.jp/announce/speech/un2005/un0505.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2005/5/0524.html,www.mofa.go.jp,2005/5/24,Japan,Press Conference 24 May 2005,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20130406151543/http://www.mofa.go.jp/announce/press/2005/5/0524.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2005/6/0617.html,www.mofa.go.jp,2005/6/17,Japan,Press Conference 17 June 2005,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20130406085013/http://www.mofa.go.jp/announce/press/2005/6/0617.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/announce/2005/8/0815.html,www.mofa.go.jp,2005/8/15,Japan,Statement by Prime Minister Junichiro Koizumi,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20260612075803/https://www.mofa.go.jp/announce/announce/2005/8/0815.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2005/08/15sikiji_e.html,japan.kantei.go.jp,2005/8/15,Japan,Address by Prime Minister Junichiro Koizumi at the 60th Memorial Ceremony for the War Dead,HTTP_404,True,http://web.archive.org/web/20240815003900/https://japan.kantei.go.jp/koizumispeech/2005/08/15sikiji_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/press/2005/8/0823.html,www.mofa.go.jp,2005/8/23,Japan,Press Conference 23 August 2005,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20251110172344/https://www.mofa.go.jp/announce/press/2005/8/0823.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/fm_press/2005/10/1017.html,www.mofa.go.jp,2005/10/17,Japan,Press Conference by Foreign Minister Nobutaka Machimura,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20251213035350/https://www.mofa.go.jp/announce/fm_press/2005/10/1017.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/fm_press/2005/10/1018.html,www.mofa.go.jp,2005/10/18,Japan,Press Conference held by Foreign Minister Nobutaka Machimura,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20220125060316/https://www.mofa.go.jp/announce/fm_press/2005/10/1018.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/policy/economy/apec/2005/press.html,www.mofa.go.jp,2005/11/19,Japan,Press Conference by Prime Minister Junichiro Koizumi Following the APEC Leaders' Meeting,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20160311172145/http://www.mofa.go.jp/policy/economy/apec/2005/press.html,RECOVERABLE_WAYBACK
http://japan.kantei.go.jp/koizumispeech/2005/12/14press_e.html,japan.kantei.go.jp,2005/12/14,Japan,"Press Conference by Prime Minister Junichiro Koizumi Following the ASEAN+3, Japan-ASEAN and EAS Summit Meetings",HTTP_404,True,http://web.archive.org/web/20240815003924/https://japan.kantei.go.jp/koizumispeech/2005/12/14press_e.html,RECOVERABLE_WAYBACK
http://www.mofa.go.jp/announce/fm_press/2005/12/1227.html,www.mofa.go.jp,2005/12/27,Japan,Press Conference by Foreign Minister Taro Aso,SKIPPED_KNOWN_BLOCKED,True,http://web.archive.org/web/20150909173545/http://www.mofa.go.jp/announce/fm_press/2005/12/1227.html,RECOVERABLE_WAYBACK
