url,date,country,reason_for_exclusion
https://japan.kantei.go.jp/104/statement/202512/08message.html,"December 8, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202512/09kaiken2.html,"December 9, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202512/15message.html,"December 15, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202512/22message.html,"December 22, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202512/30message.html,"December 30, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/meibo/index_e.html,"August 10, 2022",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/96_abe/statement/index_e.html,"December 3, 2014",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/97_abe/statement/index_e.html,"October 5, 2017",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201711/index.html,"November 25, 2017",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201802/index.html,"February 11, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201803/index.html,"March 11, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201805/index.html,"May 25, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201806/index.html,"June 30, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201807/index.html,"July 17, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201809/index.html,"September 26, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201810/index.html,"October 14, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201811/index.html,"November 25, 2018",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201903/index.html,"March 23, 2019",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201904/index.html,"April 30, 2019",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201906/index.html,"June 29, 2019",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201909/index.html,"September 27, 2019",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/201910/index.html,"October 9, 2019",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/202002/index.html,"February 29, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/202003/index.html,"March 28, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/202004/index.html,"April 17, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/202005/index.html,"May 25, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/202006/index.html,"June 23, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/98_abe/statement/202007/index.html,"July 17, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/link/index.html,,japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/policy/index.html,,japan,NOT_HISTORY_RELATED
https://www.kantei.go.jp/cn/index.html,,japan,NOT_HISTORY_RELATED
https://www.kantei.go.jp/index.html,,japan,NOT_HISTORY_RELATED
https://www.youtube.com/user/pmojapan,,japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202009/index.html,"September 26, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202011/index.html,"November 26, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202103/index.html,"March 31, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202104/index.html,"April 30, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/index.html,"May 29, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202106/index.html,"June 28, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202109/index.html,"September 28, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/index.html,"October 4, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202011/_00001.html,"November 2, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202011/_00010.html,"November 26, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202011/_1201.html,"December 1, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202012/_00004.html,"December 17, 2020",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202101/_00003.html,"January 8, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202101/_00008.html,"January 17, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202101/_00009.html,"January 18, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202101/_00011.html,"January 21, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202101/_00012.html,"January 21, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202102/_00005.html,"February 12, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202102/_00006.html,"February 14, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202102/_00008.html,"February 18, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202102/_00011.html,"February 18, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202103/_00001.html,"March 1, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202103/_00003.html,"March 2, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202103/_00016.html,"March 26, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202104/_00004.html,"April 8, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202104/_00011.html,"April 19, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202104/_00013.html,"April 21, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202104/_00017.html,"April 26, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/_00002.html,"May 6, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/_00007.html,"May 20, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/_00008.html,"May 21, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/_00009.html,"May 24, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/_00011.html,"May 27, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202105/_00013.html,"May 29, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202106/_00005.html,"June 10, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202106/_00006.html,"June 13, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202106/_00007.html,"June 16, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202106/_00009.html,"June 21, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00001.html,"July 1, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00004.html,"July 7, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00006.html,"July 9, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00009.html,"July 15, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00010.html,"July 20, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00011.html,"July 19, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00013.html,"July 26, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202107/_00016.html,"July 29, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202108/_00001.html,"August 4, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202108/_00002.html,"August 5, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202108/_00012.html,"August 25, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202109/_00003.html,"September 1, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202109/_00007.html,"September 15, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202109/_00010.html,"September 23, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202109/_00013.html,"September 27, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202109/_00014.html,"September 28, 2021",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/99_suga/statement/202110/_00002.html,"October 1, 2021",japan,NOT_HISTORY_RELATED
https://www.mfa.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202103/t20210325_9170713.html,,china,NOT_HISTORY_RELATED
