url,date,country,reason_for_exclusion
https://japan.kantei.go.jp/tag/0040.html,"September 21, 2024",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/tag/0090.html,"August 24, 2024",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202304/_00003.html,"April 19, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202305/25africaday.html,"May 25, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202306/03message.html,"June 3, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202306/09danwa.html,"June 9, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202306/13message.html,"June 12, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202306/14message.html,"June 14, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202306/15message.html,"June 15, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202307/04message.html,"July 4, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202307/11kaiken.html,"July 11, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202307/15message.html,"July 15, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/tag/0032.html,"September 23, 2024",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/tag/0122.html,"May 21, 2024",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202308/25message.html,"August 25, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202308/30message.html,"August 30, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202309/04message.html,"September 4, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202309/0905kaiken.html,"September 5, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202309/09message.html,"September 9, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202309/12message.html,"September 12, 2023",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/101_kishida/statement/202309/19kaiken.html,"September 19, 2023",japan,NOT_HISTORY_RELATED
