url,country,institution,discovered_via,discovered_date,archive_source,status
https://japan.kantei.go.jp/101_kishida/statement/202203/_00002.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00003.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00005.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00006.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00007.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00008.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00009.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00010.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00011.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00012.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00013.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00014.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00015.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00016.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00017.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
https://japan.kantei.go.jp/101_kishida/statement/202203/_00018.html,japan,Prime Minister's Office of Japan (Kantei),ARCHIVE_CRAWL_SEEDED_INDEX,2026-09-22,https://japan.kantei.go.jp/101_kishida/statement/202203/index.html,DISCOVERED
